KOD_SUKL;KOD_LATKY;SQ;S;AMNT_OD;AMNT;UN
0222167;1871;11;X;;;QS
0222167;4538;12;X;;;QS
0222167;4290;13;X;;;QS
0222168;15579;1;L;;200;MG
0222168;20648;2;L;;300,7;MG
0222168;0;3;Z;;;
0222168;16949;4;O;;245;MG
0222168;0;5;Z;;;
0222168;16109;6;O;;136;MG
0222168;5214;7;X;;;QS
0222168;5624;8;X;;;QS
0222168;2624;9;X;;PL;MG
0222168;3755;10;X;;;QS
0222168;4174;11;X;;;QS
0222168;2658;12;X;;;QS
0222168;;13;X;;;
0222168;14324;14;X;;;QS
0222168;2710;15;X;;;QS
0222168;4077;16;X;;;QS
0222168;2609;17;X;;;QS
0222169;15579;1;L;;200;MG
0222169;20648;2;L;;300,7;MG
0222169;0;3;Z;;;
0222169;16949;4;O;;245;MG
0222169;0;5;Z;;;
0222169;16109;6;O;;136;MG
0222169;5214;7;X;;;QS
0222169;5624;8;X;;;QS
0222169;2624;9;X;;PL;MG
0222169;3755;10;X;;;QS
0222169;4174;11;X;;;QS
0222169;2658;12;X;;;QS
0222169;;13;X;;;
0222169;14324;14;X;;;QS
0222169;2710;15;X;;;QS
0222169;4077;16;X;;;QS
0222169;2609;17;X;;;QS
0222170;15579;1;L;;200;MG
0222170;20648;2;L;;300,7;MG
0222170;0;3;Z;;;
0222170;16949;4;O;;245;MG
0222170;0;5;Z;;;
0222170;16109;6;O;;136;MG
0222170;5214;7;X;;;QS
0222170;5624;8;X;;;QS
0222170;2624;9;X;;PL;MG
0222170;3755;10;X;;;QS
0222170;4174;11;X;;;QS
0222170;2658;12;X;;;QS
0222170;;13;X;;;
0222170;14324;14;X;;;QS
0222170;2710;15;X;;;QS
0222170;4077;16;X;;;QS
0222170;2609;17;X;;;QS
0222171;15579;1;L;;200;MG
0222171;20648;2;L;;300,7;MG
0222171;0;3;Z;;;
0222171;16949;4;O;;245;MG
0222171;0;5;Z;;;
0222171;16109;6;O;;136;MG
0222171;5214;7;X;;;QS
0222171;5624;8;X;;;QS
0222171;2624;9;X;;PL;MG
0222171;3755;10;X;;;QS
0222171;4174;11;X;;;QS
0222171;2658;12;X;;;QS
0222171;;13;X;;;
0222171;14324;14;X;;;QS
0222171;2710;15;X;;;QS
0222171;4077;16;X;;;QS
0222171;2609;17;X;;;QS
0222172;16521;1;L;;10;MG
0222172;1306;2;X;;;QS
0222172;10062;3;X;;;QS
0222172;1383;4;X;;;QS
0222172;2044;5;A;;1;ML
0222175;20796;1;L;;4,5;MG
0222175;717;2;X;;;QS
0222175;1383;3;X;;;QS
0222175;1350;4;X;;;QS
0222175;20300;5;X;;;QS
0222175;2044;6;A;;1;ML
0222176;20644;1;L;;;QS
0222176;0;2;Z;;;
0222176;13768;3;O;;1;MG
0222176;3755;4;X;;;QS
0222176;1417;5;X;;;QS
0222176;2970;6;X;;;QS
0222176;4989;7;X;;;QS
0222176;1871;8;X;;;QS
0222176;2658;9;X;;;QS
0222177;20644;1;L;;;QS
0222177;0;2;Z;;;
0222177;13768;3;O;;1;MG
0222177;3755;4;X;;;QS
0222177;1417;5;X;;;QS
0222177;2970;6;X;;;QS
0222177;4989;7;X;;;QS
0222177;1871;8;X;;;QS
0222177;2658;9;X;;;QS
0222178;20644;1;L;;;QS
0222178;0;2;Z;;;
0222178;13768;3;O;;1;MG
0222178;3755;4;X;;;QS
0222178;1417;5;X;;;QS
0222178;2970;6;X;;;QS
0222178;4989;7;X;;;QS
0222178;1871;8;X;;;QS
0222178;2658;9;X;;;QS
0222179;20644;1;L;;;QS
0222179;0;2;Z;;;
0222179;13768;3;O;;1;MG
0222179;3755;4;X;;;QS
0222179;1417;5;X;;;QS
0222179;2970;6;X;;;QS
0222179;4989;7;X;;;QS
0222179;1871;8;X;;;QS
0222179;2658;9;X;;;QS
0222180;20644;1;L;;;QS
0222180;0;2;Z;;;
0222180;13768;3;O;;1;MG
0222180;3755;4;X;;;QS
0222180;1417;5;X;;;QS
0222180;2970;6;X;;;QS
0222180;4989;7;X;;;QS
0222180;1871;8;X;;;QS
0222180;2658;9;X;;;QS
0222181;20644;1;L;;;QS
0222181;0;2;Z;;;
0222181;13768;3;O;;1;MG
0222181;3755;4;X;;;QS
0222181;1417;5;X;;;QS
0222181;2970;6;X;;;QS
0222181;4989;7;X;;;QS
0222181;1871;8;X;;;QS
0222181;2658;9;X;;;QS
0222182;17116;1;L;;2,5;MG
0222182;3755;2;X;;;QS
0222182;5624;3;X;;;QS
0222182;2624;4;X;;;QS
0222182;0;5;Z;;;
0222182;3508;6;C;;PL;MG
0222182;5504;7;X;;;QS
0222182;1335;8;X;;;QS
0222182;2378;9;X;;;QS
0222182;;10;X;;;
0222182;4225;11;X;;;QS
0222182;5504;12;X;;;QS
0222182;2710;13;X;;;QS
0222182;4256;14;X;;;QS
0222183;17768;1;L;;90;MG
0222183;875;2;X;;;QS
0222183;3755;3;X;;;QS
0222183;4987;4;X;;;QS
0222183;1525;5;X;;;QS
0222183;9860;6;X;;;QS
0222183;4174;7;X;;;QS
0222183;4336;8;X;;;QS
0222183;1300;9;X;;;QS
0222184;17768;1;L;;90;MG
0222184;875;2;X;;;QS
0222184;3755;3;X;;;QS
0222184;4987;4;X;;;QS
0222184;1525;5;X;;;QS
0222184;9860;6;X;;;QS
0222184;4174;7;X;;;QS
0222184;4336;8;X;;;QS
0222184;1300;9;X;;;QS
0222185;17768;1;L;;90;MG
0222185;875;2;X;;;QS
0222185;3755;3;X;;;QS
0222185;4987;4;X;;;QS
0222185;1525;5;X;;;QS
0222185;9860;6;X;;;QS
0222185;4174;7;X;;;QS
0222185;4336;8;X;;;QS
0222185;1300;9;X;;;QS
0222186;14759;1;L;;300;IU
0222186;0;2;Z;;;
0222186;14759;3;O;;0,022;MG
0222186;13816;4;L;;150;IU
0222186;0;5;Z;;;
0222186;13816;6;O;;0,006;MG
0222186;1383;7;X;;;QS
0222186;2972;8;X;;;QS
0222186;5085;9;X;;;QS
0222186;2445;10;X;;;QS
0222186;1107;11;X;;;QS
0222186;5077;12;X;;;QS
0222186;4836;13;X;;;QS
0222186;21672;14;X;;;QS
0222186;21076;15;X;;;QS
0222186;2044;16;A;;0,48;ML
0222187;14759;1;L;;450;IU
0222187;0;2;Z;;;
0222187;14759;3;O;;0,033;MG
0222187;13816;4;L;;225;IU
0222187;0;5;Z;;;
0222187;13816;6;O;;0,009;MG
0222187;1383;7;X;;;QS
0222187;2972;8;X;;;QS
0222187;5085;9;X;;;QS
0222187;2445;10;X;;;QS
0222187;1107;11;X;;;QS
0222187;5077;12;X;;;QS
0222187;4836;13;X;;;QS
0222187;21672;14;X;;;QS
0222187;21076;15;X;;;QS
0222187;2044;16;A;;0,72;ML
0222188;14759;1;L;;900;IU
0222188;0;2;Z;;;
0222188;14759;3;O;;0,066;MG
0222188;13816;4;L;;450;IU
0222188;0;5;Z;;;
0222188;13816;6;O;;0,018;MG
0222188;1383;7;X;;;QS
0222188;2972;8;X;;;QS
0222188;5085;9;X;;;QS
0222188;2445;10;X;;;QS
0222188;1107;11;X;;;QS
0222188;5077;12;X;;;QS
0222188;4836;13;X;;;QS
0222188;21672;14;X;;;QS
0222188;21076;15;X;;;QS
0222188;2044;16;A;;1,44;ML
0222194;17444;1;L;;;QS
0222194;0;2;Z;;;
0222194;14795;3;O;;5;MG
0222194;3508;4;X;;PL;MG
0222194;2378;5;X;;;QS
0222194;4989;6;X;;;QS
0222194;13317;7;X;;;QS
0222194;;8;X;;;
0222194;1169;9;X;;;QS
0222194;2710;10;X;;;QS
0222194;2404;11;X;;;QS
0222194;1871;12;X;;;QS
0222194;4256;13;X;;;QS
0222194;4290;14;X;;;QS
0222195;17444;1;L;;;QS
0222195;0;2;Z;;;
0222195;14795;3;O;;5;MG
0222195;3508;4;X;;PL;MG
0222195;2378;5;X;;;QS
0222195;4989;6;X;;;QS
0222195;13317;7;X;;;QS
0222195;;8;X;;;
0222195;1169;9;X;;;QS
0222195;2710;10;X;;;QS
0222195;2404;11;X;;;QS
0222195;1871;12;X;;;QS
0222195;4256;13;X;;;QS
0222195;4290;14;X;;;QS
0222196;17444;1;L;;;QS
0222196;0;2;Z;;;
0222196;14795;3;O;;5;MG
0222196;3508;4;X;;PL;MG
0222196;2378;5;X;;;QS
0222196;4989;6;X;;;QS
0222196;13317;7;X;;;QS
0222196;;8;X;;;
0222196;1169;9;X;;;QS
0222196;2710;10;X;;;QS
0222196;2404;11;X;;;QS
0222196;1871;12;X;;;QS
0222196;4256;13;X;;;QS
0222196;4290;14;X;;;QS
0222197;17444;1;L;;;QS
0222197;0;2;Z;;;
0222197;14795;3;O;;5;MG
0222197;3508;4;X;;PL;MG
0222197;2378;5;X;;;QS
0222197;4989;6;X;;;QS
0222197;13317;7;X;;;QS
0222197;;8;X;;;
0222197;1169;9;X;;;QS
0222197;2710;10;X;;;QS
0222197;2404;11;X;;;QS
0222197;1871;12;X;;;QS
0222197;4256;13;X;;;QS
0222197;4290;14;X;;;QS
0222198;17444;1;L;;;QS
0222198;0;2;Z;;;
0222198;14795;3;O;;5;MG
0222198;3508;4;X;;PL;MG
0222198;2378;5;X;;;QS
0222198;4989;6;X;;;QS
0222198;13317;7;X;;;QS
0222198;;8;X;;;
0222198;1169;9;X;;;QS
0222198;2710;10;X;;;QS
0222198;2404;11;X;;;QS
0222198;1871;12;X;;;QS
0222198;4256;13;X;;;QS
0222198;4290;14;X;;;QS
0222199;17444;1;L;;;QS
0222199;0;2;Z;;;
0222199;14795;3;O;;5;MG
0222199;3508;4;X;;PL;MG
0222199;2378;5;X;;;QS
0222199;4989;6;X;;;QS
0222199;13317;7;X;;;QS
0222199;;8;X;;;
0222199;1169;9;X;;;QS
0222199;2710;10;X;;;QS
0222199;2404;11;X;;;QS
0222199;1871;12;X;;;QS
0222199;4256;13;X;;;QS
0222199;4290;14;X;;;QS
0222200;17444;1;L;;;QS
0222200;0;2;Z;;;
0222200;14795;3;O;;5;MG
0222200;3508;4;X;;PL;MG
0222200;2378;5;X;;;QS
0222200;4989;6;X;;;QS
0222200;13317;7;X;;;QS
0222200;;8;X;;;
0222200;1169;9;X;;;QS
0222200;2710;10;X;;;QS
0222200;2404;11;X;;;QS
0222200;1871;12;X;;;QS
0222200;4256;13;X;;;QS
0222200;4290;14;X;;;QS
0222201;17444;1;L;;;QS
0222201;0;2;Z;;;
0222201;14795;3;O;;7,5;MG
0222201;3508;4;X;;PL;MG
0222201;2378;5;X;;;QS
0222201;4989;6;X;;;QS
0222201;13317;7;X;;;QS
0222201;;8;X;;;
0222201;1169;9;X;;;QS
0222201;2710;10;X;;;QS
0222201;2404;11;X;;;QS
0222201;1871;12;X;;;QS
0222201;4256;13;X;;;QS
0222201;4290;14;X;;;QS
0222202;17444;1;L;;;QS
0222202;0;2;Z;;;
0222202;14795;3;O;;7,5;MG
0222202;3508;4;X;;PL;MG
0222202;2378;5;X;;;QS
0222202;4989;6;X;;;QS
0222202;13317;7;X;;;QS
0222202;;8;X;;;
0222202;1169;9;X;;;QS
0222202;2710;10;X;;;QS
0222202;2404;11;X;;;QS
0222202;1871;12;X;;;QS
0222202;4256;13;X;;;QS
0222202;4290;14;X;;;QS
0222203;17444;1;L;;;QS
0222203;0;2;Z;;;
0222203;14795;3;O;;7,5;MG
0222203;3508;4;X;;PL;MG
0222203;2378;5;X;;;QS
0222203;4989;6;X;;;QS
0222203;13317;7;X;;;QS
0222203;;8;X;;;
0222203;1169;9;X;;;QS
0222203;2710;10;X;;;QS
0222203;2404;11;X;;;QS
0222203;1871;12;X;;;QS
0222203;4256;13;X;;;QS
0222203;4290;14;X;;;QS
0222204;17444;1;L;;;QS
0222204;0;2;Z;;;
0222204;14795;3;O;;7,5;MG
0222204;3508;4;X;;PL;MG
0222204;2378;5;X;;;QS
0222204;4989;6;X;;;QS
0222204;13317;7;X;;;QS
0222204;;8;X;;;
0222204;1169;9;X;;;QS
0222204;2710;10;X;;;QS
0222204;2404;11;X;;;QS
0222204;1871;12;X;;;QS
0222204;4256;13;X;;;QS
0222204;4290;14;X;;;QS
0222205;17444;1;L;;;QS
0222205;0;2;Z;;;
0222205;14795;3;O;;7,5;MG
0222205;3508;4;X;;PL;MG
0222205;2378;5;X;;;QS
0222205;4989;6;X;;;QS
0222205;13317;7;X;;;QS
0222205;;8;X;;;
0222205;1169;9;X;;;QS
0222205;2710;10;X;;;QS
0222205;2404;11;X;;;QS
0222205;1871;12;X;;;QS
0222205;4256;13;X;;;QS
0222205;4290;14;X;;;QS
0222206;17444;1;L;;;QS
0222206;0;2;Z;;;
0222206;14795;3;O;;7,5;MG
0222206;3508;4;X;;PL;MG
0222206;2378;5;X;;;QS
0222206;4989;6;X;;;QS
0222206;13317;7;X;;;QS
0222206;;8;X;;;
0222206;1169;9;X;;;QS
0222206;2710;10;X;;;QS
0222206;2404;11;X;;;QS
0222206;1871;12;X;;;QS
0222206;4256;13;X;;;QS
0222206;4290;14;X;;;QS
0222207;17444;1;L;;;QS
0222207;0;2;Z;;;
0222207;14795;3;O;;7,5;MG
0222207;3508;4;X;;PL;MG
0222207;2378;5;X;;;QS
0222207;4989;6;X;;;QS
0222207;13317;7;X;;;QS
0222207;;8;X;;;
0222207;1169;9;X;;;QS
0222207;2710;10;X;;;QS
0222207;2404;11;X;;;QS
0222207;1871;12;X;;;QS
0222207;4256;13;X;;;QS
0222207;4290;14;X;;;QS
0222208;21444;1;L;;;QS
0222208;0;2;Z;;;
0222208;20698;3;O;;12;MG
0222208;1314;4;X;;;QS
0222208;2461;5;X;;;QS
0222208;1322;6;X;;;QS
0222208;1174;7;X;;;QS
0222208;5599;8;X;;;QS
0222208;856;9;X;;;QS
0222208;21076;10;X;;;QS
0222208;20300;11;X;;;QS
0222208;2044;12;A;;5;ML
0222210;20501;1;L;;150;MG
0222210;5075;2;X;;;QS
0222210;5077;3;X;;;QS
0222210;1322;4;X;;;QS
0222210;1174;5;X;;;QS
0222210;856;6;X;;;QS
0222210;5599;7;X;;;QS
0222210;2044;8;A;;5;ML
0222211;15811;1;L;;25;MG
0222211;1383;2;X;;;QS
0222211;1322;3;X;;;QS
0222211;5077;4;X;;;QS
0222211;5075;5;X;;;QS
0222211;2044;6;A;;0,51;ML
0222212;2004;1;L;;5;MG
0222212;0;2;Z;;;
0222212;12257;3;O;;3,3;MG
0222212;2097;4;X;;;QS
0222212;934;5;X;;PL;MG
0222212;3572;6;X;;;QS
0222212;13030;7;X;;;QS
0222212;2710;8;X;;;QS
0222212;1216;9;X;;PL;MG
0222212;21076;10;X;;;QS
0222212;2043;11;A;;1;G
0222213;15560;1;L;;;QS
0222213;0;2;Z;;;
0222213;14610;3;O;;25;MG
0222213;2624;4;X;;PL;MG
0222213;3755;5;X;;;QS
0222213;19153;6;X;;;QS
0222213;5624;7;X;;;QS
0222213;2378;8;X;;;QS
0222213;;9;X;;;
0222213;748;10;X;;;QS
0222213;2710;11;X;;;QS
0222213;3765;12;X;;;QS
0222213;2609;13;X;;;QS
0222214;15560;1;L;;;QS
0222214;0;2;Z;;;
0222214;14610;3;O;;50;MG
0222214;2624;4;X;;PL;MG
0222214;3755;5;X;;;QS
0222214;19153;6;X;;;QS
0222214;5624;7;X;;;QS
0222214;2378;8;X;;;QS
0222214;;9;X;;;
0222214;748;10;X;;;QS
0222214;2710;11;X;;;QS
0222214;3765;12;X;;;QS
0222214;2609;13;X;;;QS
0222215;15560;1;L;;;QS
0222215;0;2;Z;;;
0222215;14610;3;O;;100;MG
0222215;2624;4;X;;PL;MG
0222215;3755;5;X;;;QS
0222215;19153;6;X;;;QS
0222215;5624;7;X;;;QS
0222215;2378;8;X;;;QS
0222215;;9;X;;;
0222215;748;10;X;;;QS
0222215;2710;11;X;;;QS
0222215;3765;12;X;;;QS
0222215;2609;13;X;;;QS
0222225;612;1;L;;;QS
0222225;0;2;Z;;;
0222225;2220;3;O;;1;MG
0222225;1070;4;X;;;QS
0222225;875;5;X;;;QS
0222225;3808;6;X;;;QS
0222225;2586;7;X;;PL;MG
0222225;1383;8;X;;;QS
0222225;20300;9;X;;;QS
0222225;21076;10;X;;;QS
0222225;2043;11;A;;1;ML
0222226;18519;1;L;;30;MG
0222226;2624;2;X;;PL;MG
0222226;1168;3;X;;;QS
0222226;5624;4;X;;;QS
0222226;2378;5;X;;;QS
0222227;16192;1;L;;;QS
0222227;0;2;Z;;;
0222227;14980;3;O;;20;MG
0222227;17778;4;X;;;QS
0222227;4336;5;X;;;QS
0222227;10258;6;X;;;QS
0222227;2378;7;X;;;QS
0222227;877;8;X;;;QS
0222227;1166;9;X;;;QS
0222227;14512;10;X;;;QS
0222227;0;11;Z;;;
0222227;1383;12;C;;PL;MG
0222227;1871;13;X;;;QS
0222227;9832;14;X;;;QS
0222227;391;15;X;;;QS
0222227;1711;16;X;;;QS
0222227;2710;17;X;;;QS
0222227;4256;18;X;;;QS
0222227;;19;X;;;
0222227;2855;20;X;;;QS
0222227;1711;21;X;;;QS
0222227;9886;22;X;;;QS
0222227;4527;23;X;;PL;MG
0222227;;24;X;;;
0222227;3727;25;X;;;QS
0222227;1216;26;X;;;QS
0222227;3113;27;X;;;QS
0222227;2458;28;X;;;QS
0222227;2710;29;X;;;QS
0222227;;30;X;;;
0222227;2855;31;X;;;QS
0222227;4256;32;X;;;QS
0222228;9807;1;L;;100;MG
0222228;3755;2;X;;;QS
0222228;2378;3;X;;;QS
0222228;;4;X;;;
0222228;2855;5;X;;;QS
0222228;2710;6;X;;;QS
0222229;9807;1;L;;100;MG
0222229;3755;2;X;;;QS
0222229;2378;3;X;;;QS
0222229;;4;X;;;
0222229;2855;5;X;;;QS
0222229;2710;6;X;;;QS
0222230;16422;1;L;;5;MG
0222230;2624;2;X;;PL;MG
0222230;5085;3;X;;;QS
0222230;3755;4;X;;;QS
0222230;4078;5;X;;;QS
0222230;5624;6;X;;;QS
0222230;2378;7;X;;;QS
0222230;1335;8;X;;;QS
0222230;1300;9;X;;;QS
0222230;;10;X;;;
0222230;2624;11;X;;;QS
0222230;748;12;X;;;QS
0222230;2710;13;X;;;QS
0222230;4256;14;X;;;QS
0222230;4105;15;X;;;QS
0222231;12828;1;L;;200;MG
0222231;3755;2;X;;;QS
0222231;875;3;X;;;QS
0222231;1300;4;X;;;QS
0222231;4174;5;X;;;QS
0222231;17841;6;X;;;QS
0222231;20709;7;X;;;QS
0222232;17123;1;L;;5;MG
0222232;717;2;X;;;QS
0222232;875;3;X;;;QS
0222232;5077;4;X;;;QS
0222232;5075;5;X;;;QS
0222232;21076;6;X;;;QS
0222232;20300;7;X;;;QS
0222232;;8;S;;1;DF
0222232;2044;9;R;;0,5;ML
0222232;;10;S;;1;DF
0222233;17123;1;L;;1,25;MG
0222233;717;2;X;;;QS
0222233;875;3;X;;;QS
0222233;5077;4;X;;;QS
0222233;5075;5;X;;;QS
0222233;;6;S;;1;DF
0222233;2044;7;R;;0,5;ML
0222233;;8;S;;1;DF
0222234;19695;1;L;;150;MG
0222234;717;2;X;;;QS
0222234;96;3;X;;;QS
0222234;1350;4;X;;;QS
0222234;1383;5;X;;;QS
0222234;2044;6;A;;1,14;ML
0222235;19695;1;L;;150;MG
0222235;717;2;X;;;QS
0222235;96;3;X;;;QS
0222235;1350;4;X;;;QS
0222235;1383;5;X;;;QS
0222235;2044;6;A;;1,14;ML
0222236;19695;1;L;;200;MG
0222236;717;2;X;;;QS
0222236;96;3;X;;;QS
0222236;1350;4;X;;;QS
0222236;1383;5;X;;;QS
0222236;2044;6;A;;1,14;ML
0222237;19695;1;L;;200;MG
0222237;717;2;X;;;QS
0222237;96;3;X;;;QS
0222237;1350;4;X;;;QS
0222237;1383;5;X;;;QS
0222237;2044;6;A;;1,14;ML
0222238;19695;1;L;;150;MG
0222238;717;2;X;;;QS
0222238;96;3;X;;;QS
0222238;1350;4;X;;;QS
0222238;1383;5;X;;;QS
0222238;2044;6;A;;1,14;ML
0222239;19695;1;L;;150;MG
0222239;717;2;X;;;QS
0222239;96;3;X;;;QS
0222239;1350;4;X;;;QS
0222239;1383;5;X;;;QS
0222239;2044;6;A;;1,14;ML
0222240;19695;1;L;;200;MG
0222240;717;2;X;;;QS
0222240;96;3;X;;;QS
0222240;1350;4;X;;;QS
0222240;1383;5;X;;;QS
0222240;2044;6;A;;1,14;ML
0222241;19695;1;L;;200;MG
0222241;717;2;X;;;QS
0222241;96;3;X;;;QS
0222241;1350;4;X;;;QS
0222241;1383;5;X;;;QS
0222241;2044;6;A;;1,14;ML
0222242;15811;1;L;;25;MG
0222242;9837;2;X;;;QS
0222242;1323;3;X;;;QS
0222242;1322;4;X;;;QS
0222242;1383;5;X;;;QS
0222242;851;6;X;;;QS
0222242;21076;7;X;;;QS
0222242;20300;8;X;;;QS
0222242;2044;9;A;;0,5;ML
0222243;15811;1;L;;25;MG
0222243;9837;2;X;;;QS
0222243;1323;3;X;;;QS
0222243;1322;4;X;;;QS
0222243;1383;5;X;;;QS
0222243;851;6;X;;;QS
0222243;21076;7;X;;;QS
0222243;20300;8;X;;;QS
0222243;2044;9;A;;0,5;ML
0222244;15811;1;L;;25;MG
0222244;9837;2;X;;;QS
0222244;1323;3;X;;;QS
0222244;1322;4;X;;;QS
0222244;1383;5;X;;;QS
0222244;851;6;X;;;QS
0222244;21076;7;X;;;QS
0222244;20300;8;X;;;QS
0222244;2044;9;A;;0,5;ML
0222245;15811;1;L;;25;MG
0222245;9837;2;X;;;QS
0222245;1323;3;X;;;QS
0222245;1322;4;X;;;QS
0222245;1383;5;X;;;QS
0222245;851;6;X;;;QS
0222245;21076;7;X;;;QS
0222245;20300;8;X;;;QS
0222245;2044;9;A;;0,5;ML
0222246;15811;1;L;;50;MG
0222246;9837;2;X;;;QS
0222246;1323;3;X;;;QS
0222246;1322;4;X;;;QS
0222246;1383;5;X;;;QS
0222246;851;6;X;;;QS
0222246;21076;7;X;;;QS
0222246;20300;8;X;;;QS
0222246;2044;9;A;;1;ML
0222247;15811;1;L;;50;MG
0222247;9837;2;X;;;QS
0222247;1323;3;X;;;QS
0222247;1322;4;X;;;QS
0222247;1383;5;X;;;QS
0222247;851;6;X;;;QS
0222247;21076;7;X;;;QS
0222247;20300;8;X;;;QS
0222247;2044;9;A;;1;ML
0222248;15811;1;L;;50;MG
0222248;9837;2;X;;;QS
0222248;1323;3;X;;;QS
0222248;1322;4;X;;;QS
0222248;1383;5;X;;;QS
0222248;851;6;X;;;QS
0222248;21076;7;X;;;QS
0222248;20300;8;X;;;QS
0222248;2044;9;A;;1;ML
0222249;15811;1;L;;50;MG
0222249;9837;2;X;;;QS
0222249;1323;3;X;;;QS
0222249;1322;4;X;;;QS
0222249;1383;5;X;;;QS
0222249;851;6;X;;;QS
0222249;21076;7;X;;;QS
0222249;20300;8;X;;;QS
0222249;2044;9;A;;1;ML
0222250;15811;1;L;;50;MG
0222250;9837;2;X;;;QS
0222250;1323;3;X;;;QS
0222250;1322;4;X;;;QS
0222250;1383;5;X;;;QS
0222250;851;6;X;;;QS
0222250;21076;7;X;;;QS
0222250;20300;8;X;;;QS
0222250;2044;9;A;;1;ML
0222251;15811;1;L;;50;MG
0222251;9837;2;X;;;QS
0222251;1323;3;X;;;QS
0222251;1322;4;X;;;QS
0222251;1383;5;X;;;QS
0222251;851;6;X;;;QS
0222251;21076;7;X;;;QS
0222251;20300;8;X;;;QS
0222251;2044;9;A;;1;ML
0222252;15811;1;L;;50;MG
0222252;9837;2;X;;;QS
0222252;1323;3;X;;;QS
0222252;1322;4;X;;;QS
0222252;1383;5;X;;;QS
0222252;851;6;X;;;QS
0222252;21076;7;X;;;QS
0222252;20300;8;X;;;QS
0222252;2044;9;A;;1;ML
0222253;15811;1;L;;50;MG
0222253;9837;2;X;;;QS
0222253;1323;3;X;;;QS
0222253;1322;4;X;;;QS
0222253;1383;5;X;;;QS
0222253;851;6;X;;;QS
0222253;21076;7;X;;;QS
0222253;20300;8;X;;;QS
0222253;2044;9;A;;1;ML
0222254;21431;1;L;;60;MCG
0222254;21432;2;L;;60;MCG
0222254;1322;3;X;;;QS
0222254;717;4;X;;;QS
0222254;1166;5;X;;PL;MG
0222254;12474;6;D;;;QS
0222254;0;7;Z;;;
0222254;9628;8;C;;PL;MG
0222254;2044;9;A;;0,5;ML
0222255;21431;1;L;;60;MCG
0222255;21432;2;L;;60;MCG
0222255;1322;3;X;;;QS
0222255;717;4;X;;;QS
0222255;1166;5;X;;PL;MG
0222255;12474;6;D;;;QS
0222255;0;7;Z;;;
0222255;9628;8;C;;PL;MG
0222255;2044;9;A;;0,5;ML
0222256;21431;1;L;;60;MCG
0222256;21432;2;L;;60;MCG
0222256;1322;3;X;;;QS
0222256;717;4;X;;;QS
0222256;1166;5;X;;PL;MG
0222256;12474;6;D;;;QS
0222256;0;7;Z;;;
0222256;9628;8;C;;PL;MG
0222256;2044;9;A;;0,5;ML
0222257;21431;1;L;;60;MCG
0222257;21432;2;L;;60;MCG
0222257;1322;3;X;;;QS
0222257;717;4;X;;;QS
0222257;1166;5;X;;PL;MG
0222257;12474;6;D;;;QS
0222257;0;7;Z;;;
0222257;9628;8;C;;PL;MG
0222257;2044;9;A;;0,5;ML
0222258;21431;1;L;;60;MCG
0222258;21432;2;L;;60;MCG
0222258;1322;3;X;;;QS
0222258;717;4;X;;;QS
0222258;1166;5;X;;PL;MG
0222258;12474;6;D;;;QS
0222258;0;7;Z;;;
0222258;9628;8;C;;PL;MG
0222258;2044;9;A;;0,5;ML
0222259;21431;1;L;;60;MCG
0222259;21432;2;L;;60;MCG
0222259;1322;3;X;;;QS
0222259;717;4;X;;;QS
0222259;1166;5;X;;PL;MG
0222259;12474;6;D;;;QS
0222259;0;7;Z;;;
0222259;9628;8;C;;PL;MG
0222259;2044;9;A;;0,5;ML
0222260;15276;1;L;;100;MG
0222260;1383;2;X;;;QS
0222260;1166;3;X;;;QS
0222260;5077;4;X;;;QS
0222260;5075;5;X;;;QS
0222261;15276;1;L;;100;MG
0222261;1383;2;X;;;QS
0222261;1166;3;X;;;QS
0222261;5077;4;X;;;QS
0222261;5075;5;X;;;QS
0222262;15276;1;L;;100;MG
0222262;1383;2;X;;;QS
0222262;1166;3;X;;;QS
0222262;5077;4;X;;;QS
0222262;5075;5;X;;;QS
0222263;15276;1;L;;100;MG
0222263;1383;2;X;;;QS
0222263;1166;3;X;;;QS
0222263;5077;4;X;;;QS
0222263;5075;5;X;;;QS
0222264;19014;1;L;;1600;MBQ
0222264;1940;2;X;;;QS
0222264;2890;3;X;;;QS
0222264;21076;4;X;;;QS
0222264;2044;5;A;;1;ML
0222265;19014;1;L;;3200;MBQ
0222265;1940;2;X;;;QS
0222265;2890;3;X;;;QS
0222265;21076;4;X;;;QS
0222265;2044;5;A;;1;ML
0222266;18891;1;L;;200;MCG
0222266;875;2;X;;;QS
0222266;2970;3;X;;;QS
0222266;4873;4;X;;;QS
0222266;4336;5;X;;;QS
0222266;2378;6;X;;;QS
0222266;;7;X;;;
0222266;748;8;X;;;QS
0222266;1216;9;X;;;QS
0222266;2710;10;X;;;QS
0222266;4256;11;X;;;QS
0222266;2982;12;X;;;QS
0222267;19947;1;L;;30;MG
0222267;2624;2;X;;;QS
0222267;0;3;Z;;;
0222267;3508;4;C;;PL;MG
0222267;3755;5;X;;;QS
0222267;5624;6;X;;;QS
0222267;1300;7;X;;;QS
0222267;2378;8;X;;;QS
0222267;;9;X;;;
0222267;16114;10;X;;;QS
0222267;1871;11;X;;;QS
0222267;9832;12;X;;;QS
0222267;2710;13;X;;;QS
0222267;504;14;X;;;QS
0222268;19947;1;L;;120;MG
0222268;2624;2;X;;;QS
0222268;0;3;Z;;;
0222268;3508;4;C;;PL;MG
0222268;3755;5;X;;;QS
